title,link,snippet,displayLink
Determinants of Generative Artificial Intelligence Large Language ...,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1221&context=bus_admin_diss,"Jul 24, 2024 ... ... Large. Language Model (LLM). ... Automatically generate or complete data tables while providing contextual information;. AI-driven code review, refactoring ...",scholarworks.gsu.edu
Accepted Papers - NAACL-HLT 2025,https://2025.naacl.org/program/accepted_papers/,"Mar 8, 2025 ... ... Language Model Pipelines Reya Vir, Shreya Shankar, Harrison Chase, William Hinthorn, Aditya Parameswaran. CRScore: Grounding Automated Evaluation of Code Review ...",2025.naacl.org
From LLMs to LLM-based Agents for Software Engineering: A ...,https://arxiv.org/html/2408.02479v1/,"Aug 5, 2024 ... There is an inherent connection between large language models and natural language processing (NLP) ... However, its performance on tasks such as code review and ...",arxiv.org
GitHub Copilot: The agent awakens - The GitHub Blog,https://github.blog/news-insights/product-news/github-copilot-the-agent-awakens/,"Feb 6, 2025 ... The name reflects our belief that artificial intelligence (AI) isn't replacing the developer. ... code review agent. Thomas Dohmke · Mastering GitHub Copilot: ...",github.blog
AI and News: What's next?. David Caswell takes a deep strategic ...,https://generative-ai-newsroom.com/ai-and-news-whats-next-154fbeb6a646,"Sep 18, 2023 ... The Newsroom AI beta interface, with buttons for journalistic tasks performed by a large language model ... Creating a code review agent to iterate and make the ...",generative-ai-newsroom.com
Economic potential of generative AI | McKinsey,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-economic-potential-of-generative-ai-the-next-productivity-frontier,"Jun 14, 2023 ... Generative AI's impressive command of natural-language processing can help employees retrieve ... technical debt along with a siloed and complex IT architecture.",www.mckinsey.com
A CIO and CTO technology guide to generative AI | McKinsey,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/technologys-generational-moment-with-generative-ai-a-cio-and-cto-guide,"Jul 11, 2023 ... Reimagine the technology function, and focus on quickly building generative AI capabilities in software development, accelerating technical debt reduction, and ...",www.mckinsey.com
Intelligent Document Processing with AWS AI Services and Amazon ...,https://odsc.medium.com/intelligent-document-processing-with-aws-ai-services-and-amazon-bedrock-2f28cc486a94,"Oct 27, 2023 ... ... technical debt. With Intelligent Document Processing (IDP) leveraging ... Additionally, generative AI with Large Language Models (LLM) is adding ...",odsc.medium.com
New AI observability solution accelerates business transformation,https://www.dynatrace.com/news/blog/dynatrace-accelerates-business-transformation-with-new-ai-observability-solution/,"Jan 31, 2024 ... Research by VC firm Sequoia indicates that the use of large language model (LLM) ... Beyond SLAs, the emergence of machine learning technical debt poses an ...",www.dynatrace.com
Generative AI for Business Edition # 46 (Oscar's Edition) | by Eugina ...,https://medium.com/@eugina.jordan/generative-ai-for-business-edition-46-oscars-edition-3c330d1942cd,"Mar 3, 2025 ... OpenAI has launched GPT-4.5, its largest general-purpose large language model ... How AI generated code compounds technical debt — LeadDev AI coding tools are ...",medium.com
GTC Financial Services Conference Sessions | NVIDIA GTC 2025,https://www.nvidia.com/gtc/sessions/gtc-financial-services/,"Jan 27, 2024 ... Deploying large language models (LLMs) in production introduces numerous challenges and technical debt including memory management, parallelization, and model ...",www.nvidia.com
Designing AI-Driven Software Engineering Teams | by Omer Ansari ...,https://medium.com/towards-data-science/designing-ai-driven-software-engineering-teams-8afd8de13f1a,"Jan 11, 2024 ... ... technical debt issues (such as open defect fixes which we know AI Agents are ... AI agent : An agent backed by a generic or specialized large-language model ...",medium.com
Real-Time Model Inference with Apache Kafka and Flink for ...,https://www.kai-waehner.de/blog/2024/10/01/real-time-model-inference-with-apache-kafka-and-flink-for-predictive-ai-and-genai/,"Oct 1, 2024 ... Hidden Technical Debt in AI/ML Systems. The Google paper “Hidden Technical ... Here is an example with Kafka, Flink and OpenAI using the ChatGPT large language ...",www.kai-waehner.de
Use any AI Model on PubNub with HuggingFace API,https://www.linkedin.com/pulse/use-any-ai-model-pubnub-huggingface-api-stephen-blum-4fxtc,"Apr 26, 2024 ... High Fidelity Retrieval Augmented Generation (RAG) with Meta Llama 3.1 at PubNub. Sep 12, 2024 · What is Technical Debt? ... Multi-Agent ...",www.linkedin.com
Designing and Building AI Agent Products,https://www.linkedin.com/pulse/designing-building-ai-agent-products-sanjay-kumar-mba-ms-phd-p2znc,"Mar 8, 2025 ... Understanding and Generating Natural Language – Enables AI chatbots, writing assistants, and question-answering agents. Code Generation and Debugging – Assists ...",www.linkedin.com
Report of the Generative AI and Natural Language Processing Task ...,https://doit.illinois.gov/content/dam/soi/en/web/doit/meetings/ai-taskforce/reports/2024-gen-ai-task-force-report.pdf,"Jan 31, 2024 ... Software Development: Generative AI like GitHub Copilot assists in writing and debugging code, reducing the time and need for junior developers in Illinois'.",doit.illinois.gov
Top 9 Large Language Models as of May 2025 | Shakudo,https://www.shakudo.io/blog/top-9-large-language-models,"May 1, 2025 ... This model boasts from 0.5 billion to 72 billion parameters, featuring context windows of up to 128,000 tokens, and is excellent for code generation, debugging, ...",www.shakudo.io
Autogen: multi-agent large language models (LLM-MA) to solve ...,https://nathan.gs/2024/06/23/autogen-multi-agent-llms-to-solve-complex-tasks/,"Jun 23, 2024 ... Code Generation: execution, and debugging: AutoGen can help developers write, run, and fix code using LLMs, tools, and human feedback. For example, an ...",nathan.gs
ICLR 2025 Schedule,https://iclr.cc/virtual/2025/calendar,"Apr 24, 2025 ... ... Model Debugging · Understanding Fairness Surrogate Functions in Algorithmic Fairness · Robust Watermarking Using Generative Priors Against Image Editing: From ...",iclr.cc
Research Library – IEEE Communications Society Large Generative ...,https://genainet.committees.comsoc.org/research-library/,"Sep 15, 2024 ... ... Large Language Model Agents for Intelligent Wireless Networks, arXiv:2409.07964, Sep. ... Defect Detection in IIoT, IEEE Transactions on Services Computing, 2024 ...",genainet.committees.comsoc.org
AutoMEX: Streamlining material extrusion with AI agents powered ...,https://www.sciencedirect.com/science/article/pii/S0264127525000644,"Jan 30, 2025 ... ... defect detection. Second, implementing an adaptive knowledge base that ... Large language model based multi-agents: a survey of progress and challenges.",www.sciencedirect.com
IAAR-Shanghai/SurveyX: Academic Survey Paper ... - GitHub,https://github.com/IAAR-Shanghai/SurveyX,"Feb 22, 2025 ... Internal consistency, self feedback, large language model, LLM,natural language processing, model evaluation, AI ... artificial intelligence, defect detection, ...",github.com
AI Solutions Hub | Oracle Belgium,https://www.oracle.com/be/artificial-intelligence/solutions/,"Jan 15, 2025 ... Implement AI Vector Search in Oracle APEX using Oracle Database 23ai for context-aware, semantic similarity search. Automate Defect Detection with Drones.",www.oracle.com
Artificial Intelligence Technology Trends 2025 for Business Leaders,https://mobidev.biz/blog/future-artificial-intelligence-technology-ai-trends,"Apr 29, 2025 ... The two most important AI use cases in manufacturing are predictive maintenance and defect detection. With comprehensive IoT sensors, data collected from ...",mobidev.biz
Physical AI Agents: Integrating Cognitive Intelligence with Real ...,https://www.qeios.com/read/HA0F5Z,"Jan 31, 2025 ... Sensors: Cameras and proximity sensors for defect detection and positioning. ... Enhancing Large Language Model (LLM) Synergy: Augment industry-specific ...",www.qeios.com
2024 IEEE Conference on Artificial Intelligence (CAI),https://www.computer.org/csdl/proceedings/cai/2024/1Z06iKF39vy,"Jun 24, 2024 ... Large Language Model ... Privacy-preserving Federated Learning for Industrial Defect Detection Systems via Differential Privacy and Image Obfuscation pp.",www.computer.org
Natural Language Generation and Understanding of Big Code for AI ...,https://www.researchgate.net/publication/371265008_Natural_Language_Generation_and_Understanding_of_Big_Code_for_AI-Assisted_Programming_A_Review,"Apr 30, 2025 ... completion, code reﬁnement, code summarization, defect detection, and clone detection. AI-assisted programming can enable software engineers to work more ...",www.researchgate.net
White Papers | Dell Technologies Info Hub,https://infohub.delltechnologies.com/t/white-papers-106/,"May 15, 2024 ... ... AI model development and verification for SAE levels L2 to L5 autonomous vehicle programs targeted to automotive companies. AI; PowerEdge; PowerScale; training ...",infohub.delltechnologies.com
Journal of Artificial Intelligence Research,https://www.jair.org/,"Jan 6, 2025 ... A Framework for Belief-based Programs and Their Verification. Daxin Liu ... Enhanced Recommendation Systems with Retrieval-Augmented Large Language Model.",www.jair.org
Vol. 3 No. 1: Proceedings of the 2024 AAAI Spring Symposium Series,https://ojs.aaai.org/index.php/AAAI-SS/issue/view/604,"May 21, 2024 ... Semantic Verification in Large Language Model-based Retrieval Augmented Generation ... AI in Natural Language Processing Applications: A Linguistic ...",ojs.aaai.org
Vol. 39 No. 23: AAAI-25 Technical Tracks 23 | Proceedings of the ...,https://ojs.aaai.org/index.php/AAAI/issue/view/646,"Apr 11, 2025 ... Adaptive Draft-Verification for Efficient Large Language Model Decoding. Xukun Liu, Bowen Lei, Ruqi Zhang, Dongkuan (DK) Xu. 24668-24676. PDF · Can Large ...",ojs.aaai.org
What is RAG? - Retrieval-Augmented Generation AI Explained - AWS,https://aws.amazon.com/what-is/retrieval-augmented-generation/,"Dec 4, 2023 ... This can increase trust and confidence in your generative AI solution. More developer control. With RAG, developers can test and improve their chat applications ...",aws.amazon.com
Improving large language model applications in biomedicine with ...,https://academic.oup.com/jamia/article/32/4/605/7954485,"Jan 15, 2025 ... Several guidelines exist for evaluating Artificial Intelligence (AI) ... test.22 We used the “meta” package in R to conduct the meta-analysis and ...",academic.oup.com
What Is Artificial Intelligence (AI)? | IBM,https://www.ibm.com/think/topics/artificial-intelligence,"Aug 9, 2024 ... ... Test,"" where a human interrogator would try to distinguish between a computer and human text response. While this test has undergone much scrutiny since it ...",www.ibm.com
Evaluation and monitoring metrics for generative AI - Azure AI ...,https://learn.microsoft.com/en-us/azure/ai-foundry/concepts/evaluation-metrics-built-in,"Apr 4, 2025 ... You can measure these risk and safety evaluators on your own data or test dataset through red-teaming or on a synthetic test dataset generated by our ...",learn.microsoft.com
Large language model - Wikipedia,https://en.wikipedia.org/wiki/Large_language_model,7 days ago ... A large language model (LLM) is a type of machine learning model designed for natural language processing tasks such as language generation. ... LLM on the test ...,en.wikipedia.org
What is retrieval-augmented generation (RAG)? - IBM Research,https://research.ibm.com/blog/retrieval-augmented-generation-RAG,"Aug 22, 2023 ... What's next in computing is generative and quantum. News. Peter Hess. 09 May 2025. AI · Granite · Quantum · ASTER: Natural and multi-language unit test ...",research.ibm.com
AI and machine learning on Databricks | Databricks Documentation,https://docs.databricks.com/aws/en/machine-learning/,"Apr 2, 2025 ... ... quality agents like Retrieval Augmented Generation (RAG) applications. Mosaic AI Agent Evaluation for evaluating the quality ... model prediction quality.",docs.databricks.com
What is Generative AI? | IBM,https://www.ibm.com/think/topics/generative-ai,"Mar 22, 2024 ... Generation, evaluation and retuning, to assess the gen AI application's output and continually improve its quality and accuracy. Training. Generative AI begins ...",www.ibm.com
What Are AI Agents? | IBM,https://www.ibm.com/think/topics/ai-agents,"Dec 27, 2024 ... They use the advanced natural language processing techniques of large language ... This provides feedback to the agent on whether the quality of its responses ...",www.ibm.com
"Vol. 39 No. 28: IAAI-25, EAAI-25, AAAI-25 Student Abstracts ...",https://ojs.aaai.org/index.php/AAAI/issue/view/651,"Apr 11, 2025 ... The conference scope included machine learning, natural language processing, computer vision, data mining, multiagent systems, knowledge representation, human- ...",ojs.aaai.org
Domain Specific Language Models,https://www.larksuite.com/en_us/topics/ai-glossary/domain-specific-language-models,"Dec 23, 2023 ... In the AI domain, language models are crucial for diverse tasks, such as natural language processing, sentiment analysis, and content generation. These ...",www.larksuite.com
Text2BIM: Generating Building Models Using a Large Language ...,https://arxiv.org/html/2408.08054v1,"Aug 15, 2024 ... 2.3 BIM-based model checking. Report issue for preceding element. With the continuous adoption of BIM concepts in the design phase of built assets, the rich ...",arxiv.org
NeurIPS 2024 - Amazon Science,https://www.amazon.science/conferences-and-events/neurips-2024,"Sep 10, 2024 ... Private text generation by seeding large language model prompts ... natural language processing, computer vision, and generative AI. - Fine-tune ...",www.amazon.science
Proceedings of the Thirty-Third International Joint Conference on ...,https://www.ijcai.org/proceedings/2024/,"Aug 9, 2024 ... Large Language Model Based Multi-agents: A Survey of Progress and Challenges ... Human-AI Interaction Generation: A Connective Lens for Generative AI and ...",www.ijcai.org
"Research Focus: Week of January 27, 2025 - Microsoft Research",https://www.microsoft.com/en-us/research/blog/research-focus-week-of-january-27-2025/,"Jan 31, 2025 ... We introduce FLAVARS, a multimodal foundation language and vision alignment model for remote sensing; Managed-retention memory, a new class of memory which ...",www.microsoft.com
27th european conference on artificial intelligence,https://www.ecai2024.eu/programme/accepted-papers,"Jul 8, 2024 ... MindScope: Exploring cognitive biases in large language models through Multi-Agent ... RETRO-LI: Small-Scale Retrieval Augmented Generation Supporting Noisy ...",www.ecai2024.eu
Unlocking human-like conversations: Scoping review of automation ...,https://www.sciencedirect.com/science/article/pii/S1386505624000480,"Feb 27, 2024 ... Such rules may result from knowledge representation, reasoning, and model-checking and verification [18]. Retrieval-based CAs select predefined responses from ...",www.sciencedirect.com
Generative AI for Self-Adaptive Systems: State of the Art and ...,https://dl.acm.org/doi/10.1145/3686803,"Sep 30, 2024 ... However, several studies demonstrate how LLMs can automate or assist the modeling activities for model checking, potentially lowering entry barriers for ...",dl.acm.org
