title,link,snippet,displayLink
"Generative AI: What Is It, Tools, Models, Applications and Use Cases",https://www.gartner.com/en/topics/generative-ai,"Jun 13, 2023 ... Software coding: Code generation, translation, explanation and verification ... If the company is using its own instance of a large language model, the privacy ...",www.gartner.com
Artificial Intelligence | Siebel School of Computing and Data Science ...,https://siebelschool.illinois.edu/research/areas/artificial-intelligence,"Apr 17, 2025 ... Certified Artificial Intelligence, Adversarial Robustness, Neural Network Verification, Safe Deep Learning. Paris Smaragdis. Machine Learning for Audio ...",siebelschool.illinois.edu
AI agent innovates: Pushing the boundaries of Generative Tech,https://global.fujitsu/-/media/Project/Fujitsu/Fujitsu-HQ/technology/key-technologies/news/ta-ai-agent-innovation-20250328/ta-ai-agent-innovation-20250328-en.pdf?rev=297180d8c5fc406281ea3171a8a19e0b&hash=FB7F836C753E12B92DCA076E1F007F6C,"Mar 28, 2025 ... Other agents handle document collection, financial analysis, check and correction of data, and after verification by the RM and credit analysts, the final ...",global.fujitsu
Generative AI: A systematic review using topic modelling techniques ...,https://www.sciencedirect.com/science/article/pii/S2543925124000020,"Jun 15, 2024 ... In addition, GAI models are employed in the verification and fact-checking of news content (Leiser, 2022). By analyzing the textual and contextual features of ...",www.sciencedirect.com
From LLMs to LLM-based Agents for Software Engineering: A ...,https://arxiv.org/html/2408.02479v1/,"Aug 5, 2024 ... ... generation and verification. We can see that the tasks of LLM-based agents are no longer limited to simply generating requirements or filling in the gaps in ...",arxiv.org
Evaluating Large Language Model (LLM) systems: Metrics ...,https://medium.com/data-science-at-microsoft/evaluating-llm-systems-metrics-challenges-and-best-practices-664ac25be7e5,"Mar 5, 2024 ... ... LLM's performance will be measured. Building the golden dataset entails the meticulous annotation and verification of each input-output pair. This process ...",medium.com
Determinants of Generative Artificial Intelligence Large Language ...,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1221&context=bus_admin_diss,"Jul 24, 2024 ... ... Large. Language Model (LLM). In self-supervised learning, a computer ... adoption of a national identity verification complex system. Benbasat et al ...",scholarworks.gsu.edu
Advancing Retrieval-Augmented Generation (RAG): Innovations ...,https://www.linkedin.com/pulse/advancing-retrieval-augmented-generation-rag-future-ai-ramachandran-ffsve,"Feb 11, 2025 ... ... artificial intelligence (AI), enhancing large language models (LLMs) ... AI-powered retrieval models often require human verification in high-stakes ...",www.linkedin.com
Full Schedule,https://www2025.thewebconf.org/full-schedule,"May 2, 2025 ... 2318, G-Refer: Graph Retrieval-Augmented Large Language Model for Explainable Recommendation ... 2631, ACME++: Secure ACME Client Verification for Web-PKI.",www2025.thewebconf.org
A survey on large language model based autonomous agents ...,https://link.springer.com/article/10.1007/s11704-024-40231-1,"Mar 22, 2024 ... ... Verification and Validation Workshops. 2023, 4130–4137. Feldt R, Kang S, Yoon J, Yoo S. Towards autonomous testing agents via conversational large language ...",link.springer.com
CCC Report: Future of Information Retrieval Research in the Age of ...,https://cra.org/ccc/wp-content/uploads/sites/2/2024/12/CCC-Report_-Future-of-Information-Retrieval-Research-in-the-Age-of-Generative-AI_FINAL.pdf,"Dec 3, 2024 ... Verification of Agentic IR system outputs. AI agents can generate texts containing hallucinations. How can agents expose or explain their behavior in a way ...",cra.org
AI Privacy Risks & Mitigations – Large Language Models (LLMs),https://www.edpb.europa.eu/system/files/2025-04/ai-privacy-risks-and-mitigations-in-llms.pdf,"Apr 30, 2025 ... overreliance on the model for critical or high-stakes decisions without verification. ... ➢ LLM Layer: Performs natural language understanding and generation.",www.edpb.europa.eu
Evaluating Malicious Generative AI Capabilities | Centre for ...,https://cetas.turing.ac.uk/publications/evaluating-malicious-generative-ai-capabilities,"Mar 20, 2025 ... For example, GenAI's coding capability being combined with a large language model (LLM) ... [8] “AI Test, Evaluation, Validation and Verification (TEVV),” National ...",cetas.turing.ac.uk
Accepted Main Conference Papers - ACL 2024,https://2024.aclweb.org/program/main_conference_papers/,"Jul 6, 2024 ... VerifiNER: Verification-augmented NER via Knowledge-grounded Reasoning with Large Language Models Seoyeon Kim, Kwangwook Seo, Hyungjoo Chae, Jinyoung Yeo ...",2024.aclweb.org
The Rapid Rise of Generative AI | Centre for Emerging Technology ...,https://cetas.turing.ac.uk/publications/rapid-rise-generative-ai,"Dec 16, 2023 ... As teams or societies; multi-language agent systems could be useful for: ... Factuality: the factuality of AI system outputs can be measured as 'fact verification ...",cetas.turing.ac.uk
Proceedings of the Thirty-Third International Joint Conference on ...,https://www.ijcai.org/proceedings/2024/,"Aug 9, 2024 ... Formal Verification of Parameterised Neural-symbolic Multi-agent Systems ... Large Language Model Based Multi-agents: A Survey of Progress and Challenges.",www.ijcai.org
What is Generative AI? Understanding Its Benefits,https://learnprompting.org/docs/basics/generative_ai,"Mar 6, 2025 ... ◇ Self-Verification. Decomposition. Introduction · Chain-of-Logic ... Multi-Fusion Retrieval Augmented Generation (MoRAG). Agents.",learnprompting.org
Mitigating AI Hallucinations: The Power of Multi-Model Approaches ...,https://aisutra.com/mitigating-ai-hallucinations-the-power-of-multi-model-approaches-2393a2ee109b,"Sep 3, 2024 ... 4. Cross-Verification. With multiple models checking each other's facts, the chances of hallucinations getting through drop significantly. This system of checks ...",aisutra.com
Generative AI Will Be the Next Evolution in Embedded Design ...,https://www.techbriefs.com/component/content/article/53028-generative-ai-will-be-the-next-evolution-in-embedded-design,"May 2, 2025 ... As engineers, AI is reshaping the way we approach research, design, test, and verification. Generative AI, based on large language models (LLMs) and plain ...",www.techbriefs.com
From RAG to Multi-Agent Systems: A Survey of Modern Approaches ...,https://www.preprints.org/manuscript/202502.0406/v1,"Feb 5, 2025 ... A Large Language Model (LLM) is a deep learning-based artificial intelligence ... • Error checking relies on the same agent's self-verification (Reflection Mode).",www.preprints.org
